date,regulation,source,ingested_at,pokemon_name,teratype_name,usage_raw
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Farigiraf,fire,250.9363480105168
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Farigiraf,flying,105.6064442257144
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Farigiraf,water,69.13629390687915
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Farigiraf,poison,0.10767813521602237
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Farigiraf,dark,5.212522211271935
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Farigiraf,ground,0.37074102752331706
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Farigiraf,bug,0.13363675960477456
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Farigiraf,psychic,0.28947089006260446
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Farigiraf,electric,0.011200186399275558
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Farigiraf,ice,1.300283160776683e-05
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Farigiraf,fighting,0.09662096918260954
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Farigiraf,stellar,0.012115428380434445
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Farigiraf,rock,1.0745071789608485e-05
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Dragonite,normal,700.9945576303468
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Dragonite,steel,391.2379791442646
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Dragonite,fairy,12.143248544532955
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Dragonite,flying,7.432855633014124
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Dragonite,dragon,1.6069705376550787
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Dragonite,water,1.236739857677804
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Dragonite,ground,21.26149783380458
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Dragonite,fire,0.7379304898873724
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Dragonite,fighting,1.1002930418064327
