date,regulation,source,ingested_at,pokemon_name,usage_raw,raw_count
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Mamoswine,0.00104,7732
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Politoed,0.001031,25507
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Tinkaton,0.0010144,10286
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Gardevoir,0.0009985,7151
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Sandy Shocks,0.0009977,5210
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Frosmoth,0.000981,4378
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Bruxish,0.0009505,3562
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Umbreon,0.0009368,5282
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Azumarill,0.0009101,8208
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Overqwil,0.0008934,4997
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Houndstone,0.0008862000000000001,2789
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Magmar,0.0008661000000000001,6090
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Dachsbun,0.0008611000000000001,3157
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Alcremie,0.0008234,6729
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Mienshao,0.0007943,3775
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Exeggutor,0.0007905,4592
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Slaking,0.0007796999999999999,10830
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Gengar,0.0007716000000000001,7137
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Hydreigon,0.0007683,8867
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Decidueye-Hisui,0.0007426,3930
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Chandelure,0.0007392999999999999,7962
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Ceruledge,0.0007132,10625
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Braviary,0.0006716,1881
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Medicham,0.0006607000000000001,3635
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Gliscor,0.0006516,5608
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Sceptile,0.0006492000000000001,3069
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Venusaur,0.0006433999999999999,11943
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Meowscarada,0.0006422,9731
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Klefki,0.0006199,4780
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Slither Wing,0.0006194999999999999,6815
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Palafin,0.0006113,9813
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Charizard,0.0006082,12038
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Blastoise,0.0005909999999999999,6057
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Iron Jugulis,0.0005763999999999999,5401
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Talonflame,0.0005761,14598
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Vivillon,0.000576,4130
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Sudowoodo,0.0005599,466
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Snorlax,0.0005547,9148
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Lapras,0.0005545,5623
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Hitmontop,0.000552,7663
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Dusclops,0.0005479,6744
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Blaziken,0.0005378000000000001,6176
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Jumpluff,0.0005281999999999999,5881
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Regirock,0.0004902999999999999,2571
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Mimikyu,0.0004892,8303
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Lycanroc,0.0004792,1942
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Kleavor,0.0004728,6192
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Glastrier,0.0004588,9111
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Clefable,0.0004485,5148
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Suicune,0.0004453,7574
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Basculegion-F,0.0004452,2501
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Greninja,0.0004395,4234
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Espathra,0.0004279,5317
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Pawmot,0.0004276,4141
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Iron Thorns,0.0004243,2440
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Rhydon,0.000422,4345
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Reuniclus,0.0004122,4396
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Goodra,0.0003993,1526
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Ribombee,0.0003983,5081
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Cubchoo,0.00039539999999999996,134
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Glaceon,0.000392,4144
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Meowstic,0.0003898,5233
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Raichu,0.0003861,12575
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Iron Leaves,0.0003724,3476
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Kingdra,0.000364,10979
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Lucario,0.00035360000000000003,3991
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Malamar,0.0003516,5241
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Pachirisu,0.00034770000000000005,2652
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Toedscruel,0.00034669999999999997,5842
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Tornadus-Therian,0.0003413,2275
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Arboliva,0.00033820000000000003,5849
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Swampert,0.0003264,3739
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Rotom-Wash,0.0003102,4764
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Chesnaught,0.0003078,2745
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Electabuzz,0.0002897,6202
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Scyther,0.0002894,2574
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Flygon,0.0002775,1432
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Oricorio-Sensu,0.0002723,2809
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Koffing,0.0002703,205
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Grafaiai,0.00026270000000000004,4130
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Misdreavus,0.0002605,1058
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Decidueye,0.00025340000000000003,1053
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Toxapex,0.0002468,7373
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Raikou,0.000246,3260
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Ludicolo,0.00024,3408
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Serperior,0.00023879999999999998,5515
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Vikavolt,0.0002386,4026
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Ditto,0.0002371,5027
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Leafeon,0.00023040000000000002,1169
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Shiftry,0.00022960000000000002,3782
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Hariyama,0.0002254,2543
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Golurk,0.0002205,3011
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Dudunsparce,0.0002173,3365
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Slowbro-Galar,0.0002152,1611
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Slowking,0.0002101,2802
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Weavile,0.00020449999999999998,3655
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Bisharp,0.0002033,3584
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Clodsire,0.0002031,4899
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Rabsca,0.0002029,2262
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Porygon-Z,0.000201,2896
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Coalossal,0.0002008,2120
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Scrafty,0.0002004,5331
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Scovillain,0.00019789999999999999,2827
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Golem-Alola,0.00019130000000000001,2559
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Uxie,0.00018419999999999998,1118
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Cyclizar,0.0001753,1435
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Hippowdon,0.0001747,2053
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Toxtricity,0.000172,4692
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Salazzle,0.0001676,1527
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Moltres,0.0001642,1863
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Jolteon,0.0001626,3406
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Pincurchin,0.00016240000000000002,7405
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Yanmega,0.0001618,2854
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Conkeldurr,0.0001613,4299
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Tauros-Paldea-Blaze,0.0001566,1498
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Masquerain,0.00015549999999999999,1536
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Perrserker,0.0001491,1888
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Dragalge,0.0001484,2344
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Mandibuzz,0.0001471,991
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Avalugg,0.0001417,713
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Primeape,0.0001386,1105
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Slowbro,0.0001373,2870
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Electrode-Hisui,0.0001326,2683
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Lurantis,0.0001298,2979
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Abomasnow,0.00012550000000000001,5581
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Venonat,0.00012409999999999998,1673
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Slowking-Galar,0.0001197,3916
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Illumise,0.00011910000000000001,3736
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Cramorant,0.0001188,657
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Riolu,0.0001173,3160
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Thwackey,0.00011650000000000001,408
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Cetitan,0.00011520000000000001,2905
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Skeledirge,0.0001141,5869
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Bastiodon,0.00011310000000000001,1740
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Rotom-Heat,0.0001094,1715
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Lokix,0.0001081,2166
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Tauros-Paldea-Aqua,0.0001065,1954
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Floatzel,0.0001043,1334
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Lilligant,0.0001021,2365
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Ambipom,0.00010200000000000001,3350
2026-02,Reg I,smogon_chaos,2026-03-18T19:08:03.167675,Incineroar,0.5078203,192534
2026-02,Reg I,smogon_chaos,2026-03-18T19:08:03.167675,Calyrex-Shadow,0.34561210000000003,121632
2026-02,Reg I,smogon_chaos,2026-03-18T19:08:03.167675,Calyrex-Ice,0.3088483,115192
2026-02,Reg I,smogon_chaos,2026-03-18T19:08:03.167675,Rillaboom,0.3008059,89608
