date,regulation,source,ingested_at,pokemon_name,item_name,usage_raw
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Flutter Mane,powerband,0.4557832993743034
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Flutter Mane,adrenalineorb,6.424016874007066e-10
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Flutter Mane,airballoon,0.00162663815141606
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Flutter Mane,expertbelt,0.03130897616597722
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Flutter Mane,ironball,2.3181226636482712
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Flutter Mane,shellbell,0.0
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Flutter Mane,kasibberry,0.0
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Flutter Mane,mirrorherb,3.70376871117184e-07
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Flutter Mane,clearamulet,0.13078195448909474
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Flutter Mane,wiseglasses,0.012204742920042977
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Flutter Mane,covertcloak,0.0005515755281162993
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Flutter Mane,psychicseed,0.0
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Flutter Mane,roomservice,0.019228518931682093
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Flutter Mane,choiceband,0.009391479799904234
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Flutter Mane,throatspray,0.0018702965713233155
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Flutter Mane,chestoberry,0.0
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Flutter Mane,lumberry,0.0
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Flutter Mane,wikiberry,7.175214184889251
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Flutter Mane,heatrock,8.332604946981181e-06
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Flutter Mane,heavydutyboots,6.986377745471506e-05
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Flutter Mane,mentalherb,1.399999558363544
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Flutter Mane,iapapaberry,0.12907573317959276
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Flutter Mane,widelens,1.4432899320127035e-15
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Flutter Mane,aguavberry,0.007523525539267828
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Flutter Mane,electricseed,0.017159298582135607
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Flutter Mane,focusband,0.0016349556939004861
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Flutter Mane,ejectpack,0.0
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Flutter Mane,diveball,0.014903024007230647
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Flutter Mane,keeberry,0.0
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Flutter Mane,scopelens,0.0
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Flutter Mane,powerherb,3.587341652899756e-06
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Flutter Mane,redcard,1.6587670126355647e-10
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Flutter Mane,powerbracer,0.0007750302159090228
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Flutter Mane,kingsrock,1.5233768282441051e-05
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Flutter Mane,abilityshield,6.349002552863414e-06
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Flutter Mane,cheriberry,0.0
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Flutter Mane,normalgem,1.6584801439234464e-05
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Flutter Mane,jabocaberry,0.07597363208339547
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Flutter Mane,powerlens,5.551115123125783e-16
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Flutter Mane,duskstone,8.761836939319423e-08
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Flutter Mane,razorclaw,0.0
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Flutter Mane,icicleplate,7.659110538016378e-07
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Flutter Mane,poweranklet,0.0
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Incineroar,sitrusberry,637.6384321571543
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Incineroar,safetygoggles,575.3744394650142
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Incineroar,leftovers,1.6425275083715394
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Incineroar,assaultvest,1222.950082117866
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Incineroar,rockyhelmet,192.04711172000077
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Incineroar,covertcloak,29.28718970592851
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Incineroar,choicescarf,0.019473320268627137
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Incineroar,mirrorherb,1.225527452790474
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Incineroar,abilityshield,65.01311951243358
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Incineroar,clearamulet,18.29604170361816
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Incineroar,shucaberry,79.90011025787886
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Incineroar,focussash,0.0957776974796335
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Incineroar,ejectbutton,2.1353426798205013
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Incineroar,grassyseed,0.004884449434401861
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Incineroar,aguavberry,0.9425391360301574
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Incineroar,figyberry,11.249625171306409
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Incineroar,iapapaberry,4.341904083777148
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Incineroar,lifeorb,0.3495262509061329
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Incineroar,choiceband,0.19118348285687686
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Incineroar,custapberry,0.29631704363144507
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Incineroar,weaknesspolicy,1.2194716086287338
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Incineroar,mentalherb,0.10292785916326513
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Incineroar,redcard,0.04562642022127744
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Incineroar,chopleberry,0.01024345022062445
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Incineroar,normalgem,4.142242104876459e-13
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Incineroar,blackglasses,0.007493385467300884
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Incineroar,airballoon,0.02959576371600231
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Incineroar,heavydutyboots,0.6324277078551955
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Incineroar,loadeddice,0.0
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Incineroar,charcoal,0.0056521926187372284
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Incineroar,quickclaw,0.002692507545036915
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Incineroar,lumberry,0.3594000498318375
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Incineroar,shellbell,1.7481127656537865e-11
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Incineroar,nothing,0.16829606410358416
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Incineroar,passhoberry,4.800350360869083
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Incineroar,choicespecs,0.008582375882221438
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Incineroar,widelens,1.8567690621251742e-05
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Incineroar,wikiberry,4.917277765070782e-05
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Incineroar,focusband,7.788477150438844e-07
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Incineroar,ejectpack,0.9176585855118471
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Incineroar,upgrade,0.0
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Incineroar,ironball,5.8116782458705885e-06
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Incineroar,bigroot,7.248880747845465e-05
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Incineroar,safariball,1.8263057732781363e-11
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Incineroar,flameplate,0.0003053030413769364
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Incineroar,magoberry,1.0694454843098589
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Incineroar,roomservice,0.0007633657725625298
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Incineroar,insectplate,0.0
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Incineroar,blunderpolicy,0.0
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Incineroar,laggingtail,1.015859004751416
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Incineroar,salacberry,0.0012362816948008892
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Incineroar,kingsrock,5.622916389053101e-05
2026-02,Reg F,smogon_chaos,2026-03-18T19:07:46.741955,Incineroar,flameorb,6.886647641035637e-09
